,antibody_id,metadata_id,is_paired
0,20f4a1c5-3b5d-48c7-a5c9-eb3327de9060,bca8ab17-bdbd-4427-af1f-71e9c33626a0,False
1,9f0b2628-2844-4ab3-84b4-79054cc6b413,bca8ab17-bdbd-4427-af1f-71e9c33626a0,False
